"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.176444042E0,-3.114208784E-3,4.970818525E-4,7.299664021E-2,7.306473067E-2
1.186380042E0,-1.693664286E-3,-4.023236115E-3,7.449469686E-2,7.462248178E-2
1.196317042E0,-8.561895154E-3,-4.864856014E-3,7.763815999E-2,7.826018630E-2
1.206253042E0,-9.624315966E-3,-3.279922530E-5,7.703882039E-2,7.763767372E-2
1.216190042E0,-6.554911472E-3,3.383939015E-4,7.194823444E-2,7.224700557E-2
1.226126042E0,-3.932672795E-3,-1.448871517E-3,7.105185628E-2,7.117535686E-2
1.236063042E0,-3.647237308E-3,-7.516458677E-4,7.644065022E-2,7.653130287E-2
1.246000042E0,-1.144618046E-2,-1.183659174E-3,7.913797081E-2,7.997021020E-2
1.255936042E0,-3.828482721E-3,-4.339182191E-4,7.389828086E-2,7.399865863E-2
1.265873042E0,-3.224337436E-3,6.175600765E-3,6.626415610E-2,6.662936876E-2
1.275809042E0,-3.719596602E-3,5.341682746E-3,6.970582724E-2,7.000908030E-2
1.285746042E0,-8.097041510E-3,3.025710261E-3,7.793753743E-2,7.841541140E-2
1.295682042E0,-5.519625396E-3,-1.402651104E-3,6.955555379E-2,6.978831391E-2
1.305619042E0,-7.357167732E-3,-5.062729446E-4,6.850597858E-2,6.890176581E-2
1.315555042E0,-1.127397995E-3,1.634040959E-3,7.105244100E-2,7.108016944E-2
1.325492042E0,-9.179123584E-3,4.308447763E-3,7.479582846E-2,7.548003039E-2
1.335428042E0,-7.999502644E-3,4.137265957E-3,6.686174154E-2,6.746555784E-2
1.345365042E0,8.670324460E-4,2.679861160E-3,7.689147055E-2,7.694304156E-2
1.355301042E0,-4.899802264E-3,1.890043938E-3,8.347602010E-2,8.364105606E-2
1.365238042E0,-3.295344561E-3,1.629148484E-3,8.167858601E-2,8.176126731E-2
1.375175042E0,-4.333097432E-3,-3.895748542E-3,7.553784013E-2,7.576224575E-2
1.385111042E0,-1.176388526E-2,-4.523022305E-3,7.523904741E-2,7.628735794E-2
1.395048042E0,-6.836052909E-3,-3.187372070E-3,7.329250932E-2,7.367959610E-2
1.404984042E0,-3.687016647E-3,3.501262483E-3,7.628686845E-2,7.645612617E-2
1.414921042E0,8.089257404E-5,-2.328397818E-3,8.332340777E-2,8.335597316E-2
1.424857042E0,-9.467135500E-3,2.193669747E-3,7.509169757E-2,7.571790994E-2
1.434794042E0,-1.000710759E-2,-4.404401486E-3,8.138037801E-2,8.211155144E-2
1.444730042E0,-5.875264015E-3,1.937602814E-3,8.183002889E-2,8.206355257E-2
1.454667375E0,5.286431126E-4,3.648269707E-3,7.584131062E-2,7.593084836E-2
1.464603375E0,-7.601124533E-3,-6.003473355E-3,7.090450644E-2,7.156303390E-2
1.474540375E0,-7.417430598E-3,-1.023979023E-2,8.108392417E-2,8.206384307E-2
1.484477375E0,8.337033167E-4,-9.764219737E-3,7.255283654E-2,7.321167351E-2
1.494413375E0,7.638656348E-4,-1.299543679E-3,7.240139365E-2,7.241708436E-2
1.504350375E0,5.850650892E-3,1.573586231E-4,8.482497275E-2,8.502664805E-2
1.514286375E0,-9.915434215E-3,-5.319038490E-3,7.704291344E-2,7.786024992E-2
1.524223375E0,-2.768473886E-3,-5.815531053E-3,6.835979819E-2,6.866255791E-2
1.534159375E0,-5.772444382E-3,-6.984225009E-4,6.850890219E-2,6.875520771E-2
1.544096375E0,-1.184750045E-2,3.351084972E-3,7.120446861E-2,7.226111947E-2
1.554032375E0,-8.466475904E-3,2.345121768E-3,7.599392295E-2,7.650004664E-2
1.563969375E0,-3.529836182E-3,4.762767283E-3,7.779018760E-2,7.801574830E-2
1.573905375E0,-4.677534979E-3,-1.593055632E-3,7.868656576E-2,7.884156766E-2
1.583842375E0,-3.902925085E-3,1.495429971E-3,7.748671710E-2,7.759935865E-2
1.593778375E0,-1.538548619E-3,4.912940226E-4,7.224644244E-2,7.226449299E-2
1.603715375E0,-2.816877868E-3,1.962275323E-3,7.404095292E-2,7.412049673E-2
1.613651375E0,-1.089603055E-2,5.345574799E-3,7.838251054E-2,7.931655950E-2
1.623588375E0,-2.599251810E-3,-7.405009833E-3,7.449235797E-2,7.490461719E-2
