Time (s),Linear Acceleration z (m/s^2)
6.698865417E0,8.554593444E-2
6.708804417E0,8.539916933E-2
6.718742417E0,8.824383974E-2
6.728681417E0,8.495536566E-2
6.738619417E0,9.034591377E-2
6.748558417E0,8.944602728E-2
6.758497417E0,8.749948919E-2
6.768435417E0,6.893750310E-2
6.778374417E0,8.226740062E-2
6.788313417E0,8.601312697E-2
6.798251417E0,7.613250196E-2
6.808190417E0,8.556406081E-2
6.818129417E0,8.226915479E-2
6.828067417E0,8.586226881E-2
6.838006417E0,8.331522167E-2
6.847944417E0,7.852576733E-2
6.857883417E0,7.897483349E-2
6.867822417E0,8.676390946E-2
6.877760417E0,9.155687213E-2
6.887699417E0,8.376896560E-2
6.897638417E0,8.421335399E-2
6.907576417E0,8.810643017E-2
6.917515417E0,7.748145461E-2
6.927454417E0,8.002148509E-2
6.937392417E0,8.316085517E-2
6.947331417E0,8.600611031E-2
6.957269417E0,8.930101633E-2
6.967208417E0,8.855023384E-2
6.977147417E0,7.582435369E-2
6.987085417E0,8.494776428E-2
6.997024417E0,8.628970027E-2
7.006963417E0,7.116646171E-2
7.016901417E0,7.730369925E-2
7.026840417E0,7.745163381E-2
7.036779417E0,7.715167165E-2
7.046717417E0,8.598038256E-2
7.056656417E0,8.807251632E-2
7.066594417E0,7.818545938E-2
7.076533417E0,8.701007724E-2
7.086472417E0,8.222471595E-2
7.096410417E0,8.536467075E-2
7.106349417E0,9.046051919E-2
7.116288417E0,8.087693274E-2
7.126226417E0,8.402448893E-2
7.136165417E0,8.761818767E-2
7.146104417E0,7.130270183E-2
7.156042417E0,7.384507120E-2
7.165981417E0,8.147744179E-2
7.175919417E0,7.832637727E-2
7.185858417E0,8.820173979E-2
7.195797417E0,9.044414699E-2
7.205735417E0,9.104114771E-2
7.215674417E0,7.951687038E-2
7.225613417E0,8.625520170E-2
7.235551417E0,8.265390158E-2
7.245490417E0,6.737980485E-2
7.255429417E0,7.920521379E-2
7.265367417E0,8.309945941E-2
7.275306417E0,8.355027974E-2
7.285244167E0,8.863443375E-2
7.295183167E0,8.428878307E-2
7.305122167E0,8.907940686E-2
7.315060167E0,8.743633926E-2
7.324999167E0,8.010276139E-2
7.334938167E0,8.833388686E-2
7.344876167E0,8.608563244E-2
7.354815167E0,7.874913096E-2
7.364754167E0,8.069449961E-2
7.374692167E0,8.788306653E-2
7.384631167E0,8.249368787E-2
7.394569167E0,8.144469738E-2
7.404508167E0,8.982668102E-2
7.414447167E0,8.997578502E-2
7.424385167E0,8.039687634E-2
7.434324167E0,7.995014906E-2
7.444263167E0,7.800361097E-2
7.454201167E0,7.935490251E-2
7.464140167E0,8.219781876E-2
7.474079167E0,8.070327044E-2
7.484017167E0,8.639728904E-2
7.493956167E0,8.264688492E-2
7.503894167E0,8.534186661E-2
7.513833167E0,7.427367210E-2
7.523772167E0,7.127872825E-2
7.533710167E0,8.340468407E-2
7.543649167E0,8.804678857E-2
7.553588167E0,8.505418360E-2
7.563526167E0,8.654814720E-2
7.573465167E0,8.564533710E-2
7.583404167E0,8.130261004E-2
7.593342167E0,8.908759296E-2
7.603281167E0,8.683583021E-2
7.613220167E0,7.231660903E-2
7.623158167E0,7.620559216E-2
7.633097167E0,8.563247323E-2
7.643035167E0,8.997227669E-2
7.652974167E0,8.323219121E-2
7.662913167E0,9.086397707E-2
7.672851167E0,8.532666385E-2
7.682790167E0,8.173998177E-2
7.692729167E0,7.186578870E-2
7.702667167E0,8.713462293E-2
7.712606167E0,8.295152485E-2
7.722544167E0,7.666810691E-2
7.732483167E0,6.858900905E-2
7.742422167E0,8.325382590E-2
7.752360167E0,7.861289084E-2
7.762299167E0,8.669198871E-2
7.772238167E0,8.354794085E-2
7.782176167E0,7.501392961E-2
7.792115167E0,8.833856463E-2
7.802054167E0,8.564650655E-2
7.811992167E0,8.729892969E-2
7.821931167E0,8.595290065E-2
7.831870167E0,8.430866361E-2
7.841808167E0,8.221185207E-2
7.851747167E0,1.000283182E-1
7.861685167E0,8.579736471E-2
7.871624167E0,8.250070453E-2
7.881563167E0,7.426373184E-2
7.891501167E0,8.638734877E-2
7.901440167E0,8.310179830E-2
7.911379167E0,9.028685689E-2
7.921317167E0,8.325265646E-2
7.931256167E0,7.921106100E-2
7.941195167E0,7.067646503E-2
7.951133167E0,8.325441062E-2
7.961072167E0,9.478161156E-2
7.971011167E0,8.699545920E-2
7.980949167E0,8.849059224E-2
7.990888167E0,8.489981711E-2
8.000826167E0,7.038176537E-2
8.010765167E0,8.130670309E-2
8.020704167E0,8.130670309E-2
8.030642167E0,8.325324118E-2
8.040581167E0,8.654405415E-2
8.050520167E0,7.472449243E-2
8.060458167E0,9.328238547E-2
8.070397167E0,9.043713033E-2
8.080336167E0,7.966597438E-2
