Time (s),Linear Acceleration z (m/s^2)
4.651999917E0,-7.699613571E-3
4.661937917E0,-1.787844658E-2
4.671876917E0,-1.218910575E-2
4.681814917E0,-1.308723807E-2
4.691752917E0,-1.817782402E-2
4.701691917E0,-1.937533379E-2
4.711629917E0,-6.052452922E-3
4.721567917E0,-1.832692802E-2
4.731505917E0,-1.593132377E-2
4.741444917E0,-1.712883353E-2
4.751382917E0,-1.233879447E-2
4.761320917E0,9.964824915E-3
4.771258917E0,-1.922389090E-2
4.781197917E0,-2.985120535E-2
4.791135917E0,8.653879166E-5
4.801073917E0,-1.409763694E-3
4.811011917E0,-3.134692311E-2
4.820950917E0,-5.003462434E-3
4.830888917E0,3.079143763E-3
4.840826917E0,-1.129155815E-2
4.850764917E0,-2.910451591E-2
4.860703917E0,-2.251821220E-2
4.870641917E0,-2.206914604E-2
4.880579917E0,-3.209536672E-3
4.890518917E0,-2.461677790E-3
4.900456917E0,-1.862805963E-2
4.910394917E0,-2.746027887E-2
4.920332917E0,-3.360394835E-3
4.930271917E0,-5.605725646E-3
4.940209917E0,-3.389806330E-2
4.950147917E0,-2.282051325E-2
4.960085917E0,-3.644218683E-2
4.970024917E0,6.806159019E-4
4.979962917E0,3.974937201E-3
4.989900917E0,5.023342967E-3
4.999838917E0,4.573692083E-3
5.009777917E0,-2.641245782E-2
5.019715917E0,-2.192238092E-2
5.029653917E0,7.116646171E-3
5.039591917E0,-1.443852961E-2
5.049530917E0,-1.922856867E-2
5.059468917E0,-1.683413386E-2
5.069406917E0,-1.339012384E-2
5.079345917E0,-7.552263737E-3
5.089283917E0,-2.356837213E-2
5.099221917E0,-1.578455865E-2
5.109159917E0,-1.638214409E-2
5.119098917E0,-8.449226618E-3
5.129036917E0,-2.671125054E-2
5.138974917E0,-2.162183404E-2
5.148912917E0,-1.234230280E-2
5.158852292E0,-3.360979557E-3
5.168790292E0,-2.790992975E-2
5.178728292E0,-1.638331354E-2
5.188666292E0,-1.937650323E-2
5.198605292E0,-2.267023981E-2
5.208543292E0,-5.606310368E-3
5.218481292E0,-1.758257747E-2
5.228420292E0,-3.060608089E-2
5.238358292E0,2.309650183E-4
5.248296292E0,-2.282109797E-2
5.258234292E0,1.070917547E-2
5.268173292E0,-2.162358820E-2
5.278111292E0,-1.937767267E-2
5.288049292E0,-2.611308038E-2
5.297987292E0,-1.937708795E-2
5.307926292E0,-2.461093068E-3
5.317864292E0,-3.015350640E-2
5.327802292E0,1.909583688E-2
5.337740292E0,-4.571937919E-2
5.347679292E0,-7.249962687E-3
5.357617292E0,-4.256188273E-3
5.367555292E0,-1.099218071E-2
5.377494292E0,-6.800896525E-3
5.387432292E0,-2.551257133E-2
5.397370292E0,-1.248848319E-2
5.407308292E0,-2.176918387E-2
5.417247292E0,-1.099101126E-2
5.427185292E0,-3.688774467E-2
