"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.581605167E0,-5.715507120E-3,8.369485214E-3,-1.891223431E-2,2.145665190E-2
2.591544167E0,-9.885010421E-3,1.362951251E-2,-2.579966962E-2,3.080746654E-2
2.601483167E0,1.653007865E-3,6.706226449E-3,-3.059029341E-2,3.136035649E-2
2.611422167E0,-4.881694168E-3,1.238080306E-2,-3.523590624E-2,3.766542594E-2
2.621361167E0,-2.004220873E-2,9.325504974E-3,-3.284965754E-2,3.959488823E-2
2.631300167E0,-1.453895554E-2,-3.334228545E-3,-1.175231874E-2,1.898987372E-2
2.641239167E0,-4.186167866E-3,-4.965272807E-3,-1.774162173E-2,1.889293723E-2
2.651178167E0,4.119728878E-3,1.490221381E-2,-3.436116278E-2,3.767940618E-2
2.661116167E0,-8.977376372E-3,7.458214927E-3,-2.447527528E-2,2.711562937E-2
2.671055167E0,-2.640017867E-3,-4.563605636E-3,-3.673981011E-2,3.711616680E-2
2.680994167E0,-1.799151711E-2,-6.370833814E-3,-3.762975633E-2,4.219337357E-2
2.690933167E0,-1.315053418E-2,3.557245005E-3,-2.266497731E-2,2.644412483E-2
2.700872167E0,1.003433369E-2,1.026891667E-2,-2.296318531E-2,2.708221523E-2
2.710811167E0,8.148533553E-3,1.121422872E-3,-3.928510308E-2,4.013695943E-2
2.720750167E0,-3.267862648E-4,3.107283488E-3,-3.689710021E-2,3.702915073E-2
2.730689167E0,-1.172403283E-2,2.600969430E-3,-2.222760558E-2,2.526429175E-2
2.740628167E0,-1.781785481E-2,3.322680295E-4,-7.263996005E-3,1.924453143E-2
2.750566167E0,-7.040851638E-3,2.861170527E-3,-2.058570743E-2,2.194382006E-2
2.760505167E0,-5.180121437E-3,-3.949282542E-3,-3.227721512E-2,3.292793809E-2
2.770444167E0,1.349171922E-2,-1.482634619E-4,-2.659489095E-2,2.982174868E-2
2.780383167E0,1.055049665E-2,1.392203774E-3,-1.461394608E-2,1.807812576E-2
2.790322167E0,-1.495937034E-2,-1.150923902E-2,-2.944131553E-2,3.497193738E-2
2.800261167E0,-1.991707832E-3,-1.060644720E-2,-3.572414875E-2,3.731860697E-2
2.810200167E0,2.996990383E-2,-7.328735646E-3,-1.386433303E-2,3.382492028E-2
2.820139167E0,4.937608168E-3,7.817325331E-3,-1.356320143E-2,1.641496216E-2
2.830077167E0,-1.241122685E-2,-9.691083860E-3,-3.108847618E-2,3.484894560E-2
2.840016167E0,3.995110095E-3,-5.916413795E-3,-2.494773030E-2,2.594906750E-2
2.849955167E0,2.293058708E-3,5.730472337E-3,-1.940749347E-2,2.036534395E-2
2.859894167E0,-1.331308678E-2,2.582550701E-3,-3.318821132E-2,3.585199044E-2
2.869833167E0,-1.999374993E-2,1.209354032E-2,-3.139720917E-2,3.913806967E-2
