Time (s),Absolute acceleration (m/s^2)
4.740072042E0,8.212782719E-2
4.750009042E0,8.676796597E-2
4.759946042E0,8.748406871E-2
4.769883042E0,9.844868450E-2
4.779820042E0,9.215825475E-2
4.789757042E0,8.848779270E-2
4.799693042E0,8.899262907E-2
4.809630042E0,7.742037787E-2
4.819567042E0,8.102734238E-2
4.829504042E0,7.376961798E-2
4.839441042E0,7.404596934E-2
4.849378042E0,8.699728894E-2
4.859314042E0,7.620869072E-2
4.869251042E0,7.746754621E-2
4.879188042E0,7.917342275E-2
4.889125042E0,8.596558316E-2
4.899062042E0,7.789608391E-2
4.908999042E0,8.791550515E-2
4.918936042E0,8.828798593E-2
4.928872042E0,8.453157943E-2
4.938809042E0,9.113505534E-2
4.948746042E0,8.227162876E-2
4.958683042E0,8.305238484E-2
4.968620042E0,8.615537501E-2
4.978557042E0,8.466829094E-2
4.988493042E0,8.402085100E-2
4.998430042E0,9.488710929E-2
5.008367042E0,8.460893791E-2
5.018304042E0,8.285814452E-2
5.028241042E0,8.299760465E-2
5.038178042E0,8.566550325E-2
5.048114042E0,9.205309786E-2
5.058051042E0,8.530093135E-2
5.067988042E0,7.781914130E-2
5.077925042E0,8.438363547E-2
5.087862042E0,7.439062269E-2
5.097799042E0,8.563880535E-2
5.107735042E0,7.441700375E-2
5.117672042E0,7.479995739E-2
5.127609042E0,8.564526023E-2
5.137546042E0,8.806922246E-2
5.147483042E0,8.889823778E-2
5.157420042E0,8.781634739E-2
5.167356042E0,8.440977618E-2
5.177293042E0,8.284449331E-2
5.187230042E0,8.916992300E-2
5.197167042E0,6.981351995E-2
5.207104042E0,8.553355552E-2
5.217041042E0,9.191972172E-2
5.226977042E0,8.803712921E-2
5.236914042E0,9.562792420E-2
5.246851042E0,7.703033804E-2
5.256788042E0,9.141738615E-2
5.266725042E0,8.150066131E-2
5.276662042E0,8.465264605E-2
5.286599042E0,9.610071359E-2
5.296535042E0,8.632552122E-2
5.306472042E0,8.456904829E-2
5.316409042E0,8.751723399E-2
5.326346042E0,7.375284197E-2
5.336283042E0,7.732700348E-2
5.346220042E0,7.008210324E-2
5.356156042E0,7.491254976E-2
5.366093042E0,7.212256584E-2
5.376030042E0,8.265956258E-2
5.385967042E0,8.921549744E-2
5.395904042E0,8.873528204E-2
5.405841042E0,8.697805402E-2
5.415777042E0,8.772992168E-2
5.425714042E0,8.319107850E-2
5.435651042E0,8.687577462E-2
5.445588042E0,7.687756365E-2
5.455525042E0,8.052929297E-2
5.465462042E0,8.144292125E-2
5.475397792E0,8.470970961E-2
5.485334792E0,8.125137780E-2
5.495271792E0,8.414252359E-2
5.505208792E0,8.647493380E-2
5.515145792E0,8.171318474E-2
5.525082792E0,8.675758680E-2
5.535018792E0,9.117041510E-2
5.544955792E0,8.244885898E-2
5.554892792E0,8.006633745E-2
5.564829792E0,7.674074281E-2
5.574766792E0,9.168162445E-2
5.584703792E0,7.666656478E-2
5.594639792E0,8.493423893E-2
