Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
7.735873580E-1,4.160955548E-3,1.837223768E-3,2.412796021E-4,4.554904839E-3
7.783326190E-1,1.125162840E-2,6.543159485E-3,-2.14E-03,1.318982504E-2
7.830778790E-1,-7.28E-04,-3.00E-03,5.002021790E-3,5.877574181E-3
7.878231390E-1,-3.14E-03,-5.31E-03,-4.53E-03,7.658558683E-3
7.925684000E-1,1.578360796E-3,-5.49E-04,2.627372742E-3,3.113862666E-3
7.973136600E-1,3.944382071E-3,-1.24E-02,2.605438232E-3,1.327620702E-2
8.020589210E-1,-1.03E-02,-2.78E-03,2.107620239E-4,1.069001213E-2
8.068041290E-1,-5.51E-03,4.393115640E-3,2.098083496E-4,7.049787628E-3
8.115493890E-1,6.379663944E-3,-2.70E-03,2.088546753E-4,6.931305381E-3
8.162946500E-1,8.677512407E-3,-2.68E-03,4.952430725E-3,1.034346270E-2
8.210399100E-1,6.210848689E-3,4.440322518E-3,-1.41E-02,1.601012367E-2
8.257851710E-1,3.821477294E-3,2.034559846E-3,-6.84E-03,8.092354627E-3
8.305304310E-1,1.566073298E-2,1.145645976E-2,1.220130920E-2,2.292119050E-2
8.352756920E-1,-1.29E-02,1.370935142E-2,-2.14E-03,1.897117787E-2
8.400209520E-1,-3.36E-03,6.423771381E-3,-4.49E-03,8.528648677E-3
8.447662120E-1,8.539319038E-3,1.346436143E-2,5.035400391E-3,1.672017510E-2
8.495114730E-1,-1.53E-02,1.095473766E-2,2.619743347E-3,1.896189786E-2
8.542567330E-1,-3.26E-03,-8.14E-03,-1.16E-02,1.457494736E-2
8.590019940E-1,-1.75E-02,-8.10E-03,-9.17E-03,2.136486193E-2
8.637472540E-1,6.394937634E-3,-3.31E-03,7.516860962E-3,1.040968287E-2
8.684924620E-1,-7.70E-04,-3.31E-03,-9.16E-03,9.765891373E-3
8.732377230E-1,-5.53E-03,-8.05E-03,4.110336304E-4,9.775643243E-3
8.779829830E-1,4.013225436E-3,-5.61E-03,-1.97E-03,7.170278517E-3
8.827282440E-1,1.347842813E-2,1.582778990E-2,5.168914795E-3,2.142205961E-2
8.874735040E-1,3.853127360E-3,-9.11E-04,-9.11E-03,9.934463894E-3
8.922187640E-1,-8.07E-03,-9.28E-04,7.574081421E-3,1.110301225E-2
8.969640250E-1,1.570889354E-2,1.091900468E-2,5.138397217E-3,1.980901626E-2
9.017092850E-1,-8.12E-03,1.314771175E-2,3.490447998E-4,1.545512014E-2
9.064545460E-1,-3.30E-03,8.267343044E-3,-6.77E-03,1.118440737E-2
9.111997540E-1,-5.61E-03,1.082912087E-3,-1.97E-03,6.042593224E-3
9.159450140E-1,6.282791495E-3,-3.67E-03,-9.07E-03,1.163027909E-2
9.206902750E-1,-8.53E-04,-1.26E-03,4.920959473E-4,1.599523795E-3
9.254355350E-1,-7.96E-03,-1.07E-02,9.979248047E-3,1.666166803E-2
9.301807960E-1,-7.86E-03,-3.44E-03,-9.09E-03,1.249499695E-2
9.349260560E-1,-6.36E-04,6.112307310E-3,5.226135254E-3,8.067083221E-3
9.396713170E-1,1.720741391E-3,1.083938777E-2,2.810478210E-3,1.132925708E-2
9.444165770E-1,1.586596668E-2,1.075267792E-2,-4.33E-03,1.964930335E-2
9.491618370E-1,-1.51E-02,-1.20E-03,-1.92E-03,1.530317775E-2
9.539070980E-1,-3.11E-03,-3.59E-03,9.958267212E-3,1.103137309E-2
9.586523580E-1,4.069596529E-3,-2.02E-02,-6.74E-03,2.166950758E-2
9.633975670E-1,-1.26E-02,-1.53E-02,-6.68E-03,2.091361573E-2
9.681428270E-1,1.121638715E-2,1.384496689E-3,7.613182068E-3,1.362661781E-2
9.728880870E-1,-1.02E-02,-1.05E-02,9.922027588E-3,1.770849618E-2
9.776333480E-1,-1.01E-02,-9.60E-04,5.092620850E-3,1.138183463E-2
9.823786080E-1,-5.50E-04,-1.28E-02,-1.63E-02,2.074485174E-2
9.871238690E-1,1.844431460E-2,3.908455372E-3,2.813339233E-3,1.906262422E-2
9.918691290E-1,-1.02E-02,-1.51E-02,4.167556763E-4,1.821725263E-2
9.966143890E-1,-1.01E-02,-7.88E-03,4.129409790E-4,1.283015475E-2
1.001359650E0,-6.17E-04,-1.02E-02,-1.15E-02,1.536100545E-2
1.006104910E0,-7.75E-03,-5.38E-03,-1.87E-03,9.621135119E-3
1.010850119E0,-5.31E-03,-2.96E-03,-8.97E-03,1.083576970E-2
1.015595379E0,-2.66E-02,-5.61E-04,-6.52E-03,2.738015202E-2
1.020340639E0,-1.69E-02,-2.43E-02,1.014041901E-2,3.127066411E-2
1.025085900E0,-7.28E-03,1.389031112E-2,-6.55E-03,1.699827752E-2
1.029831160E0,1.651309431E-2,-1.71E-02,-6.50E-03,2.462248155E-2
1.034576421E0,9.235382080E-3,2.031967044E-3,-8.82E-03,1.292952144E-2
1.039321681E0,-5.07E-03,1.862883568E-2,-4.00E-03,1.971676182E-2
1.044066942E0,-5.02E-03,2.799738199E-2,-1.82E-02,3.377015129E-2
1.048812202E0,-7.40E-03,-5.45E-03,3.305435181E-3,9.770774619E-3
1.053557462E0,1.161989570E-2,-7.78E-03,-1.47E-03,1.405889880E-2
1.058302723E0,6.757110357E-3,4.157841206E-3,-1.46E-03,8.066404344E-3
1.063047931E0,1.962155104E-3,-2.96E-03,8.048057556E-3,8.797826451E-3
1.067793192E0,-1.95E-02,6.557151675E-3,-6.25E-03,2.149121051E-2
1.072538452E0,2.009436488E-3,1.362477243E-2,8.034706116E-3,1.594455271E-2
1.077283712E0,-3.73E-04,-7.51E-04,-3.90E-03,3.986817060E-3
1.082028973E0,4.381671548E-3,-5.52E-03,3.252029419E-3,7.758321097E-3
1.086774233E0,-9.89E-03,1.586222649E-2,-6.27E-03,1.971330540E-2
1.091519494E0,-3.06E-04,-8.49E-04,-8.59E-03,8.635151834E-3
1.096264754E0,-2.70E-03,1.533687115E-3,-2.04E-02,2.061589081E-2
1.101010014E0,-5.04E-03,2.047945559E-2,3.517150879E-3,2.138214968E-2
1.105755223E0,2.098023891E-3,-1.07E-03,-8.38E-03,8.701066200E-3
1.110500483E0,2.087235451E-3,-1.06E-02,1.185417175E-3,1.081977644E-2
1.115245744E0,-2.40E-04,-9.68E-04,8.293151855E-3,8.352869577E-3
1.119991004E0,-7.35E-03,-3.30E-03,1.771545410E-2,1.946200958E-2
1.124736264E0,-1.64E-04,3.848627210E-3,-6.16E-03,7.265918763E-3
1.129481525E0,-1.92E-02,1.568458974E-2,-1.36E-03,2.480438983E-2
1.134226785E0,1.656371355E-2,-1.29E-02,-1.35E-03,2.104878552E-2
1.138972046E0,-2.55E-03,8.521974087E-3,3.403663635E-3,9.524326256E-3
1.143717306E0,-1.44E-02,1.554608345E-2,-1.56E-02,2.634068006E-2
1.148462514E0,-4.85E-03,5.899474025E-3,-1.24E-03,7.738747242E-3
1.153207775E0,1.177702844E-2,8.255437016E-3,-1.23E-03,1.443466106E-2
1.157953035E0,-4.95E-03,8.218392730E-3,1.156806946E-3,9.664884822E-3
1.162698296E0,-1.86E-04,-1.34E-03,-1.23E-03,1.823837278E-3
1.167443556E0,9.257599711E-3,1.079276204E-3,-1.31E-02,1.606066801E-2
1.172188817E0,6.730258465E-3,5.792036653E-3,-8.22E-03,1.210250276E-2
1.176934077E0,-7.61E-03,1.046600938E-2,-3.41E-03,1.338264214E-2
1.181679337E0,9.011328220E-3,5.635648966E-3,-3.38E-03,1.115263759E-2
1.186424598E0,1.823857427E-3,3.218919039E-3,-3.35E-03,4.991204615E-3
1.191169806E0,1.362264156E-2,-6.27E-03,1.803398132E-2,2.345415093E-2
1.195915067E0,-1.02E-02,-1.33E-02,8.393287659E-3,1.876984813E-2
1.200660327E0,-1.49E-02,-3.70E-03,1.781463623E-2,2.351256504E-2
1.205405587E0,-1.72E-02,1.056194305E-3,-6.06E-03,1.825986157E-2
1.210150848E0,-2.80E-03,1.054255664E-2,-3.64E-03,1.149995570E-2
1.214896108E0,-5.12E-03,9.667873383E-4,5.882263184E-3,7.857740692E-3
1.219641369E0,-1.22E-02,3.335237503E-3,-3.66E-03,1.318174421E-2
1.224386629E0,1.396520436E-2,-6.18E-03,-1.26E-03,1.532326961E-2
1.229131889E0,1.991108060E-3,-1.09E-02,1.128196716E-3,1.110936987E-2
1.233877098E0,1.144459844E-2,-1.26E-03,-6.00E-03,1.298240307E-2
1.238622358E0,6.581574678E-3,-1.31E-02,-5.95E-03,1.585140839E-2
1.243367619E0,-1.00E-02,5.932316184E-3,5.963325500E-3,1.310418117E-2
1.248112879E0,-1.23E-02,1.066140831E-2,3.540992737E-3,1.668016500E-2
1.252858139E0,1.988798380E-3,-6.03E-03,8.256912231E-3,1.041829714E-2
1.257603400E0,4.352241755E-3,-1.07E-02,-3.68E-03,1.214459332E-2
