"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.604174792E0,-1.068346713E-2,9.189721663E-3,-9.297072887E-3,1.688262475E-2
2.614110792E0,-1.547222826E-2,1.292339726E-3,-2.291874647E-2,2.768264671E-2
2.624047792E0,-1.718958633E-2,-4.168507447E-3,-1.603306532E-2,2.387294528E-2
2.633983792E0,-1.160183288E-2,-1.521692192E-4,-1.618275404E-2,1.991248879E-2
2.643920792E0,-2.517113049E-2,1.418797185E-2,-1.917652845E-2,3.467886386E-2
2.653856792E0,-1.670567784E-2,7.437155815E-4,-1.348894179E-2,2.148451386E-2
2.663793792E0,-1.434536359E-2,-1.064174976E-2,-2.037403822E-2,2.709497607E-2
2.673729792E0,-1.330340118E-2,-3.601359506E-3,-1.663532853E-3,1.388227701E-2
2.683666792E0,-6.606087171E-3,9.864517758E-3,-7.351119518E-3,1.396381239E-2
2.693602792E0,-1.364378679E-2,1.470218422E-3,-1.708088636E-2,2.191052576E-2
2.703539792E0,-2.172790619E-2,1.568561737E-2,-1.438648939E-2,3.041564690E-2
2.713475792E0,-1.347667063E-2,-5.461737961E-3,8.817601204E-4,1.456807241E-2
2.723412792E0,-1.070086146E-4,-1.124079701E-2,4.326939583E-4,1.124963076E-2
2.733348792E0,-1.120783104E-2,-1.256349200E-2,-1.782874525E-2,2.452184669E-2
2.743285792E0,-1.052950606E-2,-1.299904105E-2,-1.782874525E-2,2.444810265E-2
2.753221792E0,-3.723228271E-3,-1.332720232E-2,-1.378714979E-2,1.953361845E-2
2.763158792E0,-2.357188503E-2,-6.147470176E-3,-1.229026258E-2,2.728508214E-2
2.773094792E0,-1.492372289E-2,-5.087388251E-3,-1.977411389E-2,2.529060308E-2
2.783031792E0,2.088812725E-3,-7.264471091E-3,-7.049403191E-3,1.033584850E-2
2.792967792E0,-2.761990557E-3,1.002415131E-2,-2.680772960E-2,2.875354879E-2
2.802904792E0,-1.476812528E-2,1.048711832E-2,-1.049224377E-2,2.093237574E-2
2.812840792E0,-7.312939027E-3,-6.809836370E-3,-7.797262073E-3,1.267478775E-2
2.822777792E0,-2.598744290E-2,6.780732768E-3,-1.318664074E-2,2.992011062E-2
2.832714792E0,-1.402512690E-2,6.170091592E-4,-1.992263317E-2,2.437203720E-2
2.842650792E0,-1.250108326E-2,-1.338053076E-4,-1.618041515E-2,2.044751381E-2
2.852587792E0,-1.136996794E-2,-6.351423799E-3,-1.094130993E-2,1.700967425E-2
2.862523792E0,-8.108847861E-3,-2.629616219E-3,-1.154006481E-2,1.434717362E-2
2.872460792E0,-9.735473591E-3,2.381767365E-3,-2.411274791E-2,2.611277223E-2
2.882396792E0,-1.322051233E-2,4.743348132E-3,-3.454535007E-3,1.446427012E-2
2.892333792E0,-2.611180130E-2,2.799994033E-3,-2.336313486E-2,3.514971130E-2
