Time (s),Absolute acceleration (m/s^2)
5.389235292E0,3.023710668E-2
5.399170292E0,2.634765074E-2
5.409105292E0,2.093880746E-2
5.419040292E0,1.401102246E-2
5.428975292E0,1.219806014E-2
5.438910292E0,3.364822616E-2
5.448845292E0,2.232919561E-2
5.458780292E0,1.770497185E-2
5.468715292E0,9.465328011E-3
5.478650292E0,2.201138171E-2
5.488585292E0,3.275922571E-2
5.498520292E0,2.670190446E-2
5.508454292E0,3.509493285E-2
5.518389292E0,1.491765214E-2
5.528324292E0,1.600202461E-2
5.538259292E0,1.900947606E-2
5.548194292E0,7.624029491E-3
5.558129292E0,1.745159436E-2
5.568064292E0,1.449652628E-2
5.577999292E0,2.579352992E-2
5.587934292E0,2.349471083E-2
5.597869292E0,1.917615197E-2
5.607804292E0,2.080227585E-2
5.617738292E0,1.705250017E-2
5.627673292E0,2.482005534E-2
5.637608292E0,3.410899889E-2
5.647543500E0,2.287572485E-2
5.657478500E0,2.484922453E-2
5.667413500E0,2.808932289E-2
5.677348500E0,2.220019302E-2
5.687283500E0,1.710917939E-2
5.697218500E0,2.336111058E-2
5.707153500E0,3.769135206E-2
5.717088500E0,3.432561127E-2
5.727022500E0,1.692967210E-2
5.736957500E0,1.048154191E-2
5.746892500E0,2.458262176E-2
5.756827500E0,1.305912970E-2
5.766762500E0,2.403279876E-2
5.776697500E0,2.194200456E-2
5.786632500E0,3.063583479E-2
5.796567500E0,2.386321511E-2
5.806502500E0,2.734999397E-2
5.816437500E0,2.548886267E-2
5.826372500E0,2.425386418E-2
5.836307500E0,1.893313296E-2
5.846241500E0,3.030561072E-2
5.856176500E0,3.358885219E-2
5.866111500E0,1.712372266E-2
5.876046500E0,3.067588105E-2
5.885981500E0,2.684744478E-2
5.895916500E0,1.982942266E-2
5.905851500E0,2.127308427E-2
5.915786500E0,2.681942497E-2
5.925721500E0,8.514175277E-3
5.935656500E0,1.426020855E-2
5.945591500E0,2.888586436E-2
5.955525500E0,3.996086001E-3
5.965460500E0,3.756860107E-2
5.975395500E0,3.166006439E-2
5.985330500E0,1.724877209E-2
5.995265500E0,2.487557441E-2
6.005200500E0,1.693552090E-2
6.015135500E0,1.757459674E-2
6.025070500E0,2.118520547E-2
6.035005500E0,1.785527019E-2
